text	sentiment	processed_text
"It sounds like Jeb was provided his questions before the debate. ""This has happened 27 times"" like a reflex.  #GOPdebates"	Negative	it sounds like jeb was provided his questions before the debate this has happened times like a reflex gopdebates
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP"	Negative	the purpose of the military is to kill people and break thingsmike huckabee gopdebates kkorgop
Just began recording final #DailyShow on another TV.  A retrospective was already in progress!  Darn you #GopDebates #GOPDebacle #minnows	Negative	just began recording final dailyshow on another tv a retrospective was already in progress darn you gopdebates gopdebacle minnows
RT @JohnGGalt: This is a manufactured hit job on Donald Trump, Fox News has no class and it's transparent and pathetic, makes me sick. #GOP…	Negative	this is a manufactured hit job on donald trump fox news has no class and it is transparent and pathetic makes me sick gop …
"RT @2AFight: Trump changed party 6 times! Loves ego, not America

#GOPDebate #tcot #PJNET #ycot #RedNationRising #ccot #teaparty http://t.c…"	Negative	trump changed party times loves ego  america gopdebate tcot pjnet ycot rednationrising ccot teaparty
RT @FMJAmerican: Megyn Kelly Chris Wallace and Brett Bair were no doubt posing questions to incite attacks and drama..and it backfired #GOP…	Negative	megyn kelly chris wallace and brett bair were no doubt posing questions to incite attacks and dramaand it backfired gop …
Jeb Bush on snapchat after #GOPdebate: there were some mighty fine ppl on that stage. All better than Hillary Clinton or Bernie Sanders.	Negative	jeb bush on snapchat after gopdebate there were some mighty fine people on that stage all better than hillary clinton or bernie sanders
RT @kckshrugged: Where's ted Cruz #gopdebate Fox News unfair. Softballs for Rubio, kasich, Jeb. @realDonaldTrump getting unfair questions	Negative	where is ted cruz gopdebate fox news unfair softballs for rubio kasich jeb getting unfair questions
RT @IStateYourName_: Is *ANYONE* watching this debate *for* Jeb!? &lt;---serious question. Jeb! supporters are like unicorns, I've never seen …	Negative	is anyone watching this debate for jeb serious question jeb supporters are like unicorns ive never seen …
".@miamidecor
Cancel primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush #morningjoe http://t.co/bgzYsySfSU"	Negative	cancel primaries fox party set up anointed their man jeb bush gopdebates canttrustabush morningjoe
RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump #GOPDebate  #GOPDebates 🇺🇸	Negative	instant message really really really pissed off at fox news for what they did to gopdebate gopdebates 🇺 🇸
"RT @jaxonsl: It was not a debate, it was just a heavily biased Q&amp;A. RT @libertyladyusa: Done! That's it folks! I'm confused LOL 

#GOPDebate"	Negative	it was not a debate it was just a heavily biased qa done that is it folks instant message confused laugh out loud gopdebate
RT @RealDonalDrumpf: As president, I will get tough on China. As soon as I've accepted delivery of my next shipload of shirts #GOPDebate ht…	Negative	as president i will get tough on china as soon as ive accepted delivery of my next shipload of shirts gopdebate ht …
"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…"	Negative	id really like to see how long each candidate was given to speak it did not seem fair balanced at all 🇺 🇸 gopdebat …
"""Yay money!! No brown people!! Gays bad!! Haha women!! Terrorists 👎!! God 👍!!""  #GOPDebate @GOP"	Negative	yay money  brown people gays bad haha women terrorists 👎 god 👍 gopdebate
"Odds on @realDonaldTrump uttering ""#cuckservative"" at the next #GOPDebate ?"	Negative	odds on uttering cuckservative at the next gopdebate
"Trump's response?
""I think the biggest problem this country has is being politically correct."" 
#GOPDebate @SmittyMyBro"	Negative	trump is response i think the biggest problem this country has is being politically correct gopdebate
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates	Negative	fox is cherry picking the candidates jeb gets the softball questions 🇺 🇸 gopdebates gopdebates
RT @pittgriffin: Ben Carson says the most important thing is a brain. Half the GOP field disqualified. #GOPDebate	Negative	ben carson says the most important thing is a brain half the gop field disqualified gopdebate
"""...you once told a contestant on Celebrity Apprentice it would be a ""pretty picture"" to see her on her knees.""
#GOPDebate"	Negative	you once told a contestant on celebrity apprentice it would be a pretty picture to see her on her knees gopdebate
"RT @Phil_Cosby_: Sooooo...do we want any of these candidates as our next President? #GOPDebate 

 http://t.co/htuwEvREpg"	Negative	soodo we want any of these candidates as our next president gopdebate
Jeb Bush underperforms at the #GOPDebate	Negative	jeb bush underperforms at the gopdebate
We always get pushed out to SS4 with Ben Sheppard. Could be worse. Could be Thursday night with Colin Murray #AFC	Negative	we always get pushed out to ss with ben sheppard could be worse could be thursday night with colin murray afc
#RandPaul Gets Less Than Half the Time of ‘#TheDonald’ During #GOPDebate:  http://t.co/pQeDCJOVWw  #RandPaul2016 http://t.co/FUwGuV5CQF	Negative	randpaul gets less than half the time of ‘ thedonald ’ during gopdebate randpaul
#gopdebates when will people realize ALL politicians suck ASS , dems included	Negative	gopdebates when will people realize all politicians suck ass dems included
I don't remember the #GOPDebates at this stage in the last election. This seems more ridiculous but then again..Palin was involved before.	Negative	i do not remember the gopdebates at this stage in the last election this seems more ridiculous but then againpalin was involved before
I miss one day & it seems like they\u2019re about to give me ISS tomorrow. #wtf #pt	Negative	i miss one day it seems like theyu re about to give me iss tomorrow what the freak pt
I would say that Trump appeared incompetent in the #GOPDebate, but that wouldn't be very nice.	Negative	i would say that trump appeared incompetent in the gopdebate but that would not be very nice
#Rubio, #Kasich &amp; #Fiorina Rise, While the #Trump Show Tanks. And Fox surprises everyone w/ substantial #GOPDebate. http://t.co/96WvHcT07E	Negative	rubio kasich fiorina rise while the trump show tanks and fox surprises everyone w substantial gopdebate
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…	Negative	the candidates do not have to attack fox is doing it for them by stoping him from speaking 🇺 🇸 gopdebate …
RT @SupermanHotMale: Total Theatre on Fox news tonight, no basis in fact at all... it's all garbage. #GopDebates	Negative	total theatre on fox news tonight no basis in fact at all it is all garbage gopdebates
Red Sox game I have tickets to tonight may get rained out, same with AC/DC concert tomorrow night. Somebody give me some good news...	Negative	red sox game i have tickets to tonight may get rained out same with acdc concert tomorrow night somebody give me some good news
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…	Negative	the candidates do not have to attack fox is doing it for them by stoping him from speaking 🇺 🇸 gopdebate …
Thank GOD @FOXTV IS LETTING ME WATCH IT LIVE NOW instead of just watching Twitter! (I will never thank God for FOX again) #GOPDebates	Negative	thank god is letting me watch it live now instead of just watching twitter i will never thank god for fox again gopdebates
RT @DLoesch: Trump says his ability to buy politicians is “an example of a broken system.” #GOPDebate	Negative	trump says his ability to buy politicians is an example of a broken system ” gopdebate
RT @Writeintrump: Every time that bell rings Rand Paul's little poodle ears keep perking up.  #GOPDebate	Negative	every time that bell rings rand paul is little poodle ears keep perking up gopdebate
This debate is to weed out some of these candidates. The way the moderators pivot to specific candidates are examples of this. #gopdebates	Negative	this debate is to weed out some of these candidates the way the moderators pivot to specific candidates are examples of this gopdebates
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸	Negative	is it just me or does anyone else want to punch chris wallace in the face gopdebate gopdebates 🇺 🇸
Trump: Banks aren't babies. They are killers. Hell yes I got away from bad deals, and I can make the USA a scofflaw too! #GOPdebates	Negative	trump banks are not babies they are killers hell yes i got away from bad deals and i can make the usa a scofflaw too gopdebates
RT @Politics_PR: The #GOPDebate Showed How #FoxNews Enforces Republican Orthodoxy: http://t.co/3rnrI9CBvD #p2 http://t.co/6981eqojZn	Negative	the gopdebate showed how foxnews enforces republican orthodoxy p
